anio,estado,producto,precio_maximo,ranking
2022,tamaulipas,cytotec,3660.0,3
2022,tamaulipas,lipitor,3035.0,4
2022,tamaulipas,keppra,2986.0,5
2022,tlaxcala,arava,4071.2099609375,1
2022,tlaxcala,lexapro,3888.0,2
2022,tlaxcala,cytotec,3604.0,3
2022,tlaxcala,keppra,3263.0,4
2022,tlaxcala,lipitor,3035.56005859375,5
2022,veracruz,arava,3933.5400390625,1
2022,veracruz,cytotec,3836.0,2
2022,veracruz,lexapro,3583.0,3
2022,veracruz,cialis,3570.0,4
2022,veracruz,keppra,2833.0,5
2022,yucatan,arava,3933.5400390625,1
2022,yucatan,cytotec,3604.0,2
2022,yucatan,lexapro,3583.0,3
2022,yucatan,cialis,3307.0,4
2022,yucatan,lipitor,3035.659912109375,5
2022,zacatecas,cytotec,3913.030029296875,1
2022,zacatecas,arava,3651.0,2
2022,zacatecas,lexapro,3583.0,3
2022,zacatecas,cialis,3307.0,4
2022,zacatecas,lipitor,3035.360107421875,5
2023,aguascalientes,arava,5040.0,1
2023,aguascalientes,cytotec,3902.0,2
2023,aguascalientes,lexapro,3849.0,3
2023,aguascalientes,lipitor,3248.0,4
2023,aguascalientes,keppra,3117.0,5
2023,baja california,arava,4659.0,1
2023,baja california,lexapro,4204.0,2
2023,baja california,cytotec,3749.0,3
2023,baja california,keppra,3492.0,4
2023,baja california,cialis,3085.0,5
2023,baja california sur,cytotec,3897.0,1
2023,baja california sur,lexapro,3583.0,2
2023,baja california sur,arava,3482.75,3
2023,baja california sur,keppra,3024.070068359375,4
2023,baja california sur,cialis,2808.0,5
2023,campeche,arava,4061.0,1
2023,campeche,cytotec,3900.5,2
2023,campeche,lexapro,3257.4599609375,3
2023,campeche,cialis,2926.85009765625,4
2023,campeche,lipitor,2726.0,5
2023,chiapas,arava,3876.0,1
2023,chiapas,cytotec,3799.0,2
2023,chiapas,lexapro,3728.0,3
2023,chiapas,keppra,3062.0,4
2023,chiapas,lipitor,2726.0,5
2023,chihuahua,arava,5035.0,1
2023,chihuahua,cytotec,3897.0,2
2023,chihuahua,lexapro,3759.0,3
2023,chihuahua,keppra,3555.0,4
2023,chihuahua,cialis,3406.0,5
2023,ciudad de mexico,arava,4476.0,1
2023,ciudad de mexico,lexapro,3849.0,2
2023,ciudad de mexico,aprovel,3819.0,3
2023,ciudad de mexico,cytotec,3799.0,4
2023,ciudad de mexico,keppra,3047.0,5
2023,coahuila de zaragoza,arava,5035.0,1
2023,coahuila de zaragoza,cytotec,3897.0,2
2023,coahuila de zaragoza,lexapro,3728.0,3
2023,coahuila de zaragoza,keppra,3117.0,4
2023,coahuila de zaragoza,cialis,2808.0,5
2023,durango,arava,4034.0,1
2023,durango,cytotec,3897.0,2
2023,durango,lexapro,3728.0,3
2023,durango,keppra,3117.0,4
2023,durango,cialis,3006.56005859375,5
2023,estado de mexico,arava,4034.0,1
2023,estado de mexico,lexapro,3929.0,2
2023,estado de mexico,cytotec,3799.0,3
2023,estado de mexico,cymbalta,3275.0,4
2023,estado de mexico,keppra,3115.0,5
2023,guanajuato,arava,5035.0,1
2023,guanajuato,lexapro,3988.0,2
2023,guanajuato,cytotec,3902.0,3
2023,guanajuato,keppra,3169.0,4
2023,guanajuato,cymbalta,3154.0,5
2023,guerrero,tempra,183.0,1
2023,guerrero,cafiaspirina,133.0,2
2023,guerrero,aspirina,110.0,3
2023,guerrero,tabcin,76.0,4
2023,guerrero,suplemento alimenticio,61.0,5
2023,hidalgo,arava,3876.0,1
2023,hidalgo,lexapro,3849.0,2
2023,hidalgo,cytotec,3749.0,3
2023,hidalgo,keppra,3042.0,4
2023,hidalgo,lipitor,2763.0,5
2023,jalisco,arava,4034.0,1
2023,jalisco,cytotec,3902.0,2
2023,jalisco,lexapro,3849.0,3
2023,jalisco,keppra,3117.0,4
2023,jalisco,cialis,2808.0,5
2023,michoacan de ocampo,arava,4924.740234375,1
2023,michoacan de ocampo,lexapro,3849.0,2
2023,michoacan de ocampo,cytotec,3806.699951171875,3
2023,michoacan de ocampo,keppra,3042.0,4
2023,michoacan de ocampo,cialis,3006.56005859375,5
2023,morelos,arava,4659.0,1
2023,morelos,cytotec,4269.0400390625,2
2023,morelos,lexapro,4204.0,3
2023,morelos,keppra,3492.0,4
2023,morelos,cialis,3406.0,5
2023,nuevo leon,arava,5040.0,1
2023,nuevo leon,cytotec,4104.83984375,2
2023,nuevo leon,lexapro,3789.0,3
2023,nuevo leon,keppra,3117.0,4
2023,nuevo leon,cialis,2808.0,5
2023,oaxaca,arava,3876.0,1
2023,oaxaca,cytotec,3749.0,2
2023,oaxaca,lexapro,3728.0,3
2023,oaxaca,keppra,3042.0,4
2023,oaxaca,cialis,2976.0,5
2023,puebla,arava,4476.0,1
2023,puebla,cytotec,3806.699951171875,2
2023,puebla,lexapro,3740.0,3
2023,puebla,keppra,3119.0,4
2023,puebla,cialis,2918.780029296875,5
2023,queretaro,arava,5040.0,1
2023,queretaro,cytotec,3897.0,2
2023,queretaro,lexapro,3798.0,3
2023,queretaro,cialis,3400.0,4
2023,queretaro,keppra,3317.0,5
2023,quintana roo,arava,4483.75,1
2023,quintana roo,lexapro,4204.0,2
2023,quintana roo,cytotec,4104.83984375,3
2023,quintana roo,keppra,3492.0,4
2023,quintana roo,cialis,3406.0,5
2023,san luis potosi,arava,5035.0,1
2023,san luis potosi,cytotec,3899.0,2
2023,san luis potosi,lexapro,3849.0,3
2023,san luis potosi,keppra,3117.0,4
2023,san luis potosi,cialis,2982.0,5
2023,sinaloa,lactacyd,79.5,1
2023,sonora,arava,5035.0,1
2023,sonora,cytotec,3897.0,2
2023,sonora,lexapro,3849.0,3
2023,sonora,keppra,3263.0,4
2023,sonora,cialis,3242.5,5
2023,tabasco,arava,3900.0,1
2023,tabasco,lexapro,3849.0,2
2023,tabasco,cytotec,3749.0,3
2023,tabasco,keppra,3042.0,4
2023,tabasco,cialis,2888.0,5
2023,tamaulipas,arava,5040.0,1
2023,tamaulipas,cytotec,3902.0,2
2023,tamaulipas,lexapro,3749.0,3
2023,tamaulipas,keppra,3117.0,4
2023,tamaulipas,lipitor,3035.0,5
2023,tlaxcala,arava,4282.0,1
2023,tlaxcala,lexapro,3888.0,2
2023,tlaxcala,cytotec,3749.0,3
2023,tlaxcala,keppra,3263.0,4
2023,tlaxcala,cialis,3006.56005859375,5
2023,veracruz,arava,4035.0,1
2023,veracruz,cytotec,3799.0,2
2023,veracruz,lexapro,3798.0,3
2023,veracruz,keppra,3492.0,4
2023,veracruz,cialis,2791.0,5
2023,yucatan,arava,4282.0,1
2023,yucatan,cytotec,3749.0,2
2023,yucatan,lexapro,3728.0,3
2023,yucatan,keppra,3092.0,4
2023,yucatan,cialis,2808.0,5
2023,zacatecas,arava,4069.89990234375,1
2023,zacatecas,cytotec,3749.0,2
2023,zacatecas,lexapro,3728.0,3
2023,zacatecas,cialis,3307.0,4
2023,zacatecas,keppra,3042.0,5
2024,aguascalientes,arava,5040.0,1
2024,aguascalientes,cytotec,4058.0,2
2024,aguascalientes,lexapro,3849.0,3
2024,aguascalientes,keppra,3320.0,4
2024,aguascalientes,cialis,2942.0,5
2024,baja california,arava,5275.0,1
2024,baja california,cytotec,4269.0400390625,2
2024,baja california,lexapro,4203.990234375,3
2024,baja california,cialis,3614.0,4
2024,baja california,keppra,3492.010009765625,5
2024,baja california sur,arava,3428.75,1
2024,baja california sur,cytotec,3401.77001953125,2
2024,baja california sur,keppra,2950.64990234375,3
2024,baja california sur,lipitor,2879.0,4
2024,baja california sur,lexapro,2857.800048828125,5
2024,campeche,arava,4264.0,1
2024,campeche,cytotec,3715.0,2
2024,campeche,lexapro,3257.4599609375,3
2024,campeche,cialis,2808.0,4
2024,campeche,lipitor,2756.0,5
2024,chiapas,arava,3900.0,1
2024,chiapas,cytotec,3895.0,2
2024,chiapas,lexapro,3728.0,3
2024,chiapas,keppra,3042.0,4
2024,chiapas,cialis,2808.0,5
2024,chihuahua,arava,5275.0,1
2024,chihuahua,cytotec,4058.0,2
2024,chihuahua,lexapro,3777.0,3
2024,chihuahua,keppra,3320.0,4
2024,chihuahua,lantus. insulina glargina,3119.0,5
2024,ciudad de mexico,arava,4521.0,1
2024,ciudad de mexico,cytotec,3900.0,2
2024,ciudad de mexico,lexapro,3827.0,3
2024,ciudad de mexico,keppra,3085.0,4
2024,ciudad de mexico,cialis,2940.0,5
2024,coahuila de zaragoza,arava,5040.0,1
2024,coahuila de zaragoza,cytotec,4219.0,2
2024,coahuila de zaragoza,lexapro,3728.0,3
2024,coahuila de zaragoza,keppra,3320.0,4
2024,coahuila de zaragoza,lipitor,2879.0,5
2024,durango,arava,5040.0,1
2024,durango,cytotec,4058.0,2
2024,durango,lexapro,3728.0,3
2024,durango,keppra,3320.0,4
2024,durango,cialis,3006.580078125,5
2024,estado de mexico,arava,4021.0,1
2024,estado de mexico,cytotec,3902.0,2
2024,estado de mexico,lexapro,3782.0,3
2024,estado de mexico,keppra,3117.0,4
2024,estado de mexico,cialis,3006.56005859375,5
2024,guanajuato,arava,5040.0,1
2024,guanajuato,cytotec,4219.0,2
2024,guanajuato,lexapro,3988.0,3
2024,guanajuato,keppra,3320.0,4
2024,guanajuato,cymbalta,3154.0,5
2024,guerrero,arava,5275.0,1
2024,guerrero,cytotec,4439.7998046875,2
2024,guerrero,lexapro,3795.0,3
2024,guerrero,keppra,3492.0,4
2024,guerrero,cialis,2849.0,5
2024,hidalgo,arava,3900.0,1
2024,hidalgo,cytotec,3895.0,2
2024,hidalgo,lexapro,3728.0,3
2024,hidalgo,keppra,3042.0,4
2024,hidalgo,cialis,2808.0,5
2024,jalisco,arava,5040.0,1
2024,jalisco,cytotec,4058.0,2
2024,jalisco,lexapro,3728.0,3
2024,jalisco,keppra,3320.0,4
2024,jalisco,cialis,2898.320068359375,5
2024,michoacan de ocampo,arava,4021.1298828125,1
2024,michoacan de ocampo,cytotec,3895.0,2
2024,michoacan de ocampo,lexapro,3849.0,3
2024,michoacan de ocampo,keppra,3042.0,4
2024,michoacan de ocampo,cialis,3006.56005859375,5
2024,morelos,arava,4659.0,1
2024,morelos,cytotec,4269.0,2
2024,morelos,lexapro,4204.0,3
2024,morelos,keppra,3492.0,4
2024,morelos,cialis,3406.0,5
2024,nuevo leon,arava,5040.0,1
2024,nuevo leon,cytotec,4219.0,2
2024,nuevo leon,lexapro,3789.0,3
2024,nuevo leon,keppra,3320.0,4
2024,nuevo leon,lipitor,2879.0,5
2024,oaxaca,arava,3900.0,1
2024,oaxaca,cytotec,3895.0,2
2024,oaxaca,lexapro,3728.0,3
2024,oaxaca,keppra,2954.5400390625,4
2024,oaxaca,cialis,2808.0,5
2024,puebla,arava,4521.0,1
2024,puebla,cytotec,3898.0,2
2024,puebla,lexapro,3740.0,3
2024,puebla,keppra,3070.0,4
2024,puebla,cialis,3006.56005859375,5
2024,queretaro,arava,5040.0,1
2024,queretaro,cytotec,4058.0,2
2024,queretaro,lexapro,3897.0,3
2024,queretaro,keppra,3347.0,4
2024,queretaro,cialis,3252.0,5
2024,quintana roo,arava,4611.25,1
2024,quintana roo,lexapro,4330.0,2
2024,quintana roo,cytotec,3898.0,3
2024,quintana roo,keppra,3719.0,4
2024,quintana roo,cialis,2849.0,5
2024,san luis potosi,arava,5040.0,1
2024,san luis potosi,cytotec,4219.0,2
2024,san luis potosi,lexapro,3849.0,3
2024,san luis potosi,keppra,3380.0,4
2024,san luis potosi,cialis,2983.5,5
2024,sonora,arava,5040.0,1
2024,sonora,cytotec,4058.0,2
2024,sonora,lexapro,3849.0,3
2024,sonora,keppra,3320.0,4
2024,sonora,lipitor,2879.0,5
2024,tabasco,arava,3928.75,1
2024,tabasco,cytotec,3895.0,2
2024,tabasco,lexapro,3849.0,3
2024,tabasco,keppra,3085.0,4
2024,tabasco,cialis,2888.0,5
2024,tamaulipas,arava,5040.0,1
2024,tamaulipas,cytotec,4219.0,2
2024,tamaulipas,lexapro,3728.0,3
2024,tamaulipas,keppra,3320.0,4
2024,tamaulipas,lantus. insulina glargina,3069.0,5
2024,tlaxcala,arava,4282.0,1
2024,tlaxcala,cytotec,3895.0,2
2024,tlaxcala,lexapro,3728.0,3
2024,tlaxcala,keppra,3042.0,4
2024,tlaxcala,cialis,3006.56005859375,5
2024,veracruz,arava,5040.0,1
2024,veracruz,cytotec,4058.0,2
2024,veracruz,lexapro,3745.0,3
2024,veracruz,keppra,3117.0,4
2024,veracruz,cialis,2849.0,5
2024,yucatan,arava,4282.0,1
2024,yucatan,cytotec,3895.0,2
2024,yucatan,lexapro,3728.0,3
2024,yucatan,keppra,3042.0,4
2024,yucatan,cialis,2808.0,5
2024,zacatecas,arava,4034.0,1
2024,zacatecas,cytotec,3895.0,2
2024,zacatecas,lexapro,3728.0,3
2024,zacatecas,cialis,3307.0,4
2024,zacatecas,keppra,3042.0,5
